relative_path	original_path	source_stage	size_bytes	sha256	paper_role	paper_package_path
data/frozen/llm/v2/table2_main_target_audit_summary.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS/tables/table2_main_target_audit_summary.csv	llm	1940	9f9ae68a55544feb950ed1bdb05a200d9eb5e32ac618767f9c0ca0facfe7bed4	frozen_evidence	data/v2/table2_main_target_audit_summary.csv
data/frozen/llm/v2/table3_design_representation_sensitivity.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS/tables/table3_design_representation_sensitivity.csv	llm	941	533c6ce5ad1d6d4a1dfac97253e7a8bd7088eaa3ba8f20ef60c6c6d5a5622731	frozen_evidence	data/v2/table3_design_representation_sensitivity.csv
data/frozen/llm/v2/table4_controls_quality_checks.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS/tables/table4_controls_quality_checks.csv	llm	1025	ee57870c54716da4ec90a9198c132ca552741cb98fb68f2cf2ad43ffb873604c	frozen_evidence	data/v2/table4_controls_quality_checks.csv
data/frozen/llm/v2/table5_gold_candidates.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS/tables/table5_gold_candidates.csv	llm	864	b222b89ac6874882ebbef7c62c909da13df59ddb5aac3845835886af598ff883	frozen_evidence	data/v2/table5_gold_candidates.csv
data/frozen/llm/v22/V2_2_CONTROLS.json	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS/controls/V2_2_CONTROLS.json	llm	4572	557d5a3e242b42c4789398dfc7b4c9e0c47005b373e868015bfa243924fd6383	frozen_evidence	data/v22/V2_2_CONTROLS.json
data/frozen/llm/v22/cancellation_gap_results.parquet	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS/analysis/cancellation_gap_results.parquet	llm	88489	e17fbb3996fca34caf0504436819ff5a8833e256f2f91ba8a562bb304cf18da4	frozen_evidence	data/v22/cancellation_gap_results.parquet
data/frozen/llm/v22/convexity_bootstrap_summary.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS/bootstrap_summaries/convexity_bootstrap_summary.csv	llm	4514	b099d66f3861d11bad75a687e30e254be516dbc42b3b5ea09ffa8c2d5bfb2c74	frozen_evidence	data/v22/convexity_bootstrap_summary.csv
data/frozen/llm/v22/endpoint_bootstrap_summary.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS/bootstrap_summaries/endpoint_bootstrap_summary.csv	llm	4412	31df61ea3461c375006c9d77d297597b3eb909f05882e45e4501265567e2479a	frozen_evidence	data/v22/endpoint_bootstrap_summary.csv
data/frozen/llm/v22/selected_calibrated_bootstrap_summary.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS/bootstrap_summaries/selected_calibrated_bootstrap_summary.csv	llm	2488	6a9dba5cd41875871df952bc46ba4a7f01f9e2e57073bdd2e51dd1675e2f2eb2	frozen_evidence	data/v22/selected_calibrated_bootstrap_summary.csv
data/frozen/llm/v22/sibling_removal_bootstrap_summary.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS/bootstrap_summaries/sibling_removal_bootstrap_summary.csv	llm	2268	871285c6016cfb76597b05b70185e488437ee3a68c58c5c2fa5f9857fd590cda	frozen_evidence	data/v22/sibling_removal_bootstrap_summary.csv
data/frozen/llm/v22/table_1_corrected_endpoint_effects.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_2_TRACKWISE_REANALYSIS_RESULTS/tables/table_1_corrected_endpoint_effects.csv	llm	6215	38e4155b7216ea8abd5ae733eebe4d3960c66f6454f2fdfc9b480a1e9938befb	frozen_evidence	data/v22/table_1_corrected_endpoint_effects.csv
