target,family,split_seed,dose,weight_source,mean_total_variation,mean_jensen_shannon_divergence,top1_semantic_answer_agreement,correctness_agreement,vector_overall_total_variation,vector_endpoint_delta,scalar_endpoint_delta,endpoint_direction_support,fit_selected_single_peer,single_peer_overall_total_variation,vector_convexity_improvement,scalar_convexity_improvement,convexity_direction_support,vector_sibling_removal_inflation,scalar_sibling_removal_inflation,sibling_direction_support,scalar_vector_weight_l1_change,scalar_vector_weight_l2_change
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0,scalar_fitted,0.31750282673319241,0.1247010157489144,0.7321428571428571,0.86428571428571432,0.3254193666398254,0.020990200623457689,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.025898635747284182,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.10000000000000001,scalar_fitted,0.31666958578043158,0.12423317061565631,0.72023809523809523,0.88333333333333341,0.3254193666398254,0.020990200623457689,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.025898635747284182,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.20000000000000001,scalar_fitted,0.318574756157459,0.1261651196786594,0.72142857142857142,0.86785714285714288,0.3254193666398254,0.020990200623457689,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.025898635747284182,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.29999999999999999,scalar_fitted,0.33585663717139369,0.13357728102316443,0.70357142857142863,0.85833333333333328,0.3254193666398254,0.020990200623457689,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.025898635747284182,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.40000000000000002,scalar_fitted,0.3384930273566501,0.13464168128271153,0.70833333333333337,0.8666666666666667,0.3254193666398254,0.020990200623457689,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.025898635747284182,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0,vector_fitted,0.31835481215042599,0.12503357629242931,0.73928571428571432,0.87142857142857144,0.32646576473561967,0.021312030818136873,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.026945033843078448,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.10000000000000001,vector_fitted,0.3172967947612832,0.12456567984017798,0.72738095238095246,0.88571428571428568,0.32646576473561967,0.021312030818136873,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.026945033843078448,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.20000000000000001,vector_fitted,0.3199288987950612,0.12680079084075027,0.72261904761904761,0.86904761904761896,0.32646576473561967,0.021312030818136873,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.026945033843078448,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.29999999999999999,vector_fitted,0.33708147500276525,0.13407184990196128,0.69761904761904769,0.8571428571428571,0.32646576473561967,0.021312030818136873,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.026945033843078448,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260829,0.40000000000000002,vector_fitted,0.33966684296856287,0.13517411751309735,0.70833333333333326,0.8666666666666667,0.32646576473561967,0.021312030818136873,0.0039075915724342269,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.29952073089254122,-0.026945033843078448,-0.013763857709699401,True,0.13073288448735598,0.073617485205986904,True,0.084793932558924839,0.039329941734521916
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260830,0,scalar_fitted,0.32856539336165874,0.12879156637364217,0.69999999999999996,0.84285714285714286,0.34015951488307283,0.01602122548663415,-0.0074408383705538705,False,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.31754769845365854,-0.022611816429414289,-0.01097069046120927,True,0.12869225731370193,0.0613964461476805,True,0.12787990882201977,0.056463363240341582
Qwen/Qwen2.5-7B-Instruct,content_deletion,20260830,0.10000000000000001,scalar_fitted,0.34139333085459145,0.13623846573015891,0.69166666666666676,0.87142857142857144,0.34015951488307283,0.01602122548663415,-0.0074408383705538705,False,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.31754769845365854,-0.022611816429414289,-0.01097069046120927,True,0.12869225731370193,0.0613964461476805,True,0.12787990882201977,0.056463363240341582
