Eval_Point,BERT_Uniqueness_R,BERT_Redundancy_R,DistilBERT_Uniqueness_R,DistilBERT_Redundancy_R,RoBERTa_Uniqueness_R,RoBERTa_Redundancy_R,ALBERT_Uniqueness_R,ALBERT_Redundancy_R,XLNet_Uniqueness_R,XLNet_Redundancy_R
Sample 24 $\theta=0.10$,0.06481040347556088,4.440892098500626e-16,0.6051054748403163,2.7755575615628914e-16,0.003869608187789142,5.551115123125783e-16,0.3390513561799353,7.771561172376096e-16,0.09336281626754339,1.1102230246251565e-16
Sample 24 $\theta=0.20$,0.5323375070824865,1.6653345369377348e-16,0.5435472085163502,2.220446049250313e-16,0.1709610164765315,4.440892098500626e-16,0.3962468328801406,7.771561172376096e-16,0.18909108853762246,4.440892098500626e-16
Sample 24 $\theta=0.30$,0.0017646321661093367,4.163336342344337e-17,0.04221564117681065,1.6653345369377348e-16,0.04469128813110823,2.185751579730777e-16,0.1917699880211478,2.220446049250313e-16,0.06391152317121657,3.7470027081099033e-16
Sample 24 $\theta=0.40$,0.0017703190891799614,2.220446049250313e-16,0.0760237738523708,1.6653345369377348e-16,0.24319708374469773,1.3322676295501878e-15,0.08274098342851627,2.220446049250313e-16,0.23216851987340004,9.43689570931383e-16
Sample 24 $\theta=0.50$,0.4670187813186736,8.881784197001252e-16,0.032517763597592175,1.6653345369377348e-16,0.6276723560418818,3.3861802251067274e-15,0.05100849085280884,2.220446049250313e-16,0.3626293124316763,1.4432899320127035e-15
Sample 24 $\theta=0.60$,0.08517073633678784,6.661338147750939e-16,0.022639607528402383,2.7755575615628914e-16,0.010396910270495718,3.3306690738754696e-16,0.22789283446304476,3.885780586188048e-16,0.08869260237785981,1.1102230246251565e-16
Sample 24 $\theta=0.70$,0.006762260460901837,1.1102230246251565e-16,0.21780486738857746,5.551115123125783e-17,0.07903084146214784,5.134781488891349e-16,0.24297647210130585,2.7755575615628914e-16,0.02198358179490395,2.7755575615628914e-17
Sample 24 $\theta=0.80$,0.24843034412873832,8.881784197001252e-16,0.08607326583959085,2.7755575615628914e-16,0.0729031079743565,0.0,0.12517257666530046,3.3306690738754696e-16,0.1377683186056743,1.2212453270876722e-15
Sample 24 $\theta=0.90$,0.01922378822100712,4.440892098500626e-16,0.39511246711469294,1.8041124150158794e-16,0.2753076318707848,8.881784197001252e-16,0.07963915129022536,3.885780586188048e-16,0.1810660418686767,1.4432899320127035e-15
Sample 25 $\theta=0.00$,0.0003054651608558334,5.551115123125783e-16,0.5670836617598689,2.220446049250313e-16,0.00020694477362726005,5.551115123125783e-16,0.32456793268168105,7.771561172376096e-16,0.03391874596593536,4.440892098500626e-16
Sample 25 $\theta=0.10$,0.000555609429689019,5.551115123125783e-16,0.5441843321429295,1.1102230246251565e-16,0.00027922934732249605,5.551115123125783e-16,0.3110204062703188,7.771561172376096e-16,0.03256593495769955,4.440892098500626e-16
Sample 25 $\theta=0.20$,0.0023851697263470584,5.551115123125783e-16,0.5519548328035228,1.6653345369377348e-16,0.0013195116331337076,5.551115123125783e-16,0.3080441130743514,7.771561172376096e-16,0.03555973065949558,4.440892098500626e-16
Sample 25 $\theta=0.30$,0.08249377293473492,6.661338147750939e-16,0.056616680807267894,2.220446049250313e-16,0.009617005885336427,3.3306690738754696e-16,0.2086238292178012,3.885780586188048e-16,0.09366143523220005,1.1102230246251565e-16
Sample 25 $\theta=0.40$,0.08207859347164459,6.661338147750939e-16,0.007442204665948915,3.3306690738754696e-16,0.011277050337428873,3.3306690738754696e-16,0.23618688459403603,3.885780586188048e-16,0.08885771388236019,1.1102230246251565e-16
Sample 25 $\theta=0.50$,0.01925888662698029,2.7755575615628914e-17,0.07968048395815758,1.6653345369377348e-16,0.07109964679470865,3.677613769070831e-16,0.21017611070239767,2.220446049250313e-16,0.016414354441361814,1.3877787807814457e-16
Sample 25 $\theta=0.60$,0.0070714559018931755,4.440892098500626e-16,0.16995984478759996,1.1102230246251565e-16,0.04809512223120649,1.1102230246251565e-16,0.11448823769250172,4.440892098500626e-16,0.1066272972915635,0.0
Sample 25 $\theta=0.70$,0.08999092176265222,6.661338147750939e-16,0.023310833116720553,3.3306690738754696e-16,0.09041054154225225,1.1102230246251565e-16,0.20186710097131466,3.885780586188048e-16,0.015888211278402897,6.661338147750939e-16
Sample 25 $\theta=0.80$,0.12865051831950713,6.661338147750939e-16,0.08526669623158145,2.7755575615628914e-16,0.009931228427601413,2.220446049250313e-16,0.15933661120821407,3.885780586188048e-16,0.039057781333539765,3.3306690738754696e-16
Sample 25 $\theta=0.90$,0.23787943455449556,6.661338147750939e-16,0.18625382889409997,1.6653345369377348e-16,0.20417337524735146,7.771561172376096e-16,0.037002671086116046,3.885780586188048e-16,0.2822224381682189,1.887379141862766e-15
Sample 26 $\theta=0.00$,0.00017815074722276779,1.7780915628762273e-17,0.30197127057408596,3.885780586188048e-16,0.00011500159038801332,1.2110538266663085e-16,0.17322687006918588,2.7538735181131813e-17,0.018285305729151755,7.903833837419327e-17
Sample 26 $\theta=0.10$,0.00015014866581275813,2.3201926491189795e-17,0.39918551438950656,5.551115123125783e-16,2.994116314570909e-06,1.5937771935536915e-16,0.22897238648351945,3.642919299551295e-17,0.023960970007070332,1.0332446703786857e-16
Sample 26 $\theta=0.20$,0.0003640463808018356,2.3201926491189795e-17,0.39675316396958554,5.551115123125783e-16,9.977741619796856e-05,1.57968256531138e-16,0.2277667304047775,3.599551212651875e-17,0.023745071968808068,1.0245710529988017e-16
Sample 26 $\theta=0.30$,0.5058276257606489,1.6653345369377348e-16,0.029500608371877457,2.220446049250313e-16,0.2254658013370423,8.881784197001252e-16,0.11333944792414141,3.885780586188048e-16,0.22520893633064676,6.661338147750939e-16
Sample 26 $\theta=0.40$,0.06226648221064893,4.85722573273506e-17,0.10398885065842339,1.1102230246251565e-16,0.007436428399454522,2.927345865710862e-17,0.25067386531428,2.220446049250313e-16,0.06778824126817332,3.612561638721701e-16
Sample 26 $\theta=0.50$,0.06319249442865087,5.0306980803327406e-17,0.11393205769439024,1.1102230246251565e-16,0.007765607916885249,3.5128150388530344e-17,0.25587685131611515,2.220446049250313e-16,0.06583167763853826,3.5214886562329184e-16
Sample 26 $\theta=0.60$,0.06573035844581121,6.661338147750939e-16,0.020496902650097015,3.885780586188048e-16,0.08648854948324813,1.1102230246251565e-16,0.18301935835876493,3.885780586188048e-16,0.025906734179586444,6.661338147750939e-16
Sample 26 $\theta=0.70$,0.06113100712825159,4.9439619065339e-17,0.14596508856188034,5.551115123125783e-17,0.00871142776448367,5.334274688628682e-17,0.27418309375246264,2.7755575615628914e-16,0.06439966797798176,3.473783760643556e-16
Sample 26 $\theta=0.80$,0.19608298827887838,7.771561172376096e-16,0.20476774769398337,5.551115123125783e-17,0.004271202347375436,5.551115123125783e-16,0.07183901521440927,4.440892098500626e-16,0.010240304969384662,5.551115123125783e-16
Sample 26 $\theta=0.90$,0.06820439282418433,5.551115123125783e-16,0.4001775499826462,2.0122792321330962e-16,0.11035687653447945,1.1102230246251565e-16,0.04862575810202996,4.440892098500626e-16,0.02117540318690081,6.661338147750939e-16
Sample 27 $\theta=0.00$,0.001569771651337204,5.551115123125783e-16,0.3090177942958544,2.220446049250313e-16,0.0014552354779207022,4.440892098500626e-16,0.17223334974933036,6.661338147750939e-16,0.021450981384434242,5.551115123125783e-16
Sample 27 $\theta=0.10$,0.000272076418373457,5.551115123125783e-16,0.3810579142527357,1.1102230246251565e-16,0.000985650342921085,4.440892098500626e-16,0.21403575092515537,6.661338147750939e-16,0.024970683577385744,5.551115123125783e-16
Sample 27 $\theta=0.20$,0.14794511494597246,5.551115123125783e-17,0.12851714152536553,4.440892098500626e-16,0.03195027498155473,2.498001805406602e-16,0.055676402218410026,2.220446049250313e-16,0.018637499120821494,1.942890293094024e-16
Sample 27 $\theta=0.30$,0.0805102264323394,6.661338147750939e-16,0.048547661220402216,3.885780586188048e-16,0.009451035284683496,3.3306690738754696e-16,0.2694085609644683,3.885780586188048e-16,0.08932276339411238,1.1102230246251565e-16
Sample 27 $\theta=0.40$,0.08185943772733018,6.661338147750939e-16,0.06179462891550719,2.220446049250313e-16,0.011827465723289299,3.3306690738754696e-16,0.20535551015886844,3.885780586188048e-16,0.0919204779351036,1.1102230246251565e-16
Sample 27 $\theta=0.50$,0.1218343481716464,1.3877787807814457e-17,0.16501867760864591,4.440892098500626e-16,0.09926467612318135,4.440892098500626e-16,0.009960855167054361,2.220446049250313e-16,0.11413118349657037,4.440892098500626e-16
Sample 27 $\theta=0.60$,0.1629150534486844,7.771561172376096e-16,0.10854288512418209,5.551115123125783e-16,0.19967463832935517,7.771561172376096e-16,0.2479595087925961,3.3306690738754696e-16,0.21187638953542387,1.5543122344752192e-15
Sample 27 $\theta=0.70$,0.6716839924004574,4.579669976578771e-16,0.03182639793456932,2.7755575615628914e-16,0.49607811061817264,2.4424906541753444e-15,0.0008583828984219388,2.7755575615628914e-16,0.010543913640993496,3.3306690738754696e-16
Sample 27 $\theta=0.80$,0.20137664623637774,6.661338147750939e-16,0.19435337313240925,1.1102230246251565e-16,0.13460798974099775,3.3306690738754696e-16,0.07724518626224941,3.885780586188048e-16,0.1518555762826732,1.3322676295501878e-15
Sample 27 $\theta=0.90$,0.23487810251991048,6.661338147750939e-16,0.38627011953452806,1.5265566588595902e-16,0.1970510201911675,5.551115123125783e-16,0.051796562593412476,3.885780586188048e-16,0.24325324649102797,1.7763568394002505e-15
Sample 28 $\theta=0.00$,0.00011611753891027643,5.551115123125783e-16,0.6805472038794884,3.3306690738754696e-16,1.0221691668310662e-05,5.551115123125783e-16,0.39012216282070655,7.771561172376096e-16,0.040750843779721824,4.440892098500626e-16
Sample 28 $\theta=0.10$,0.00014372028667286596,5.551115123125783e-16,0.6123883766678836,2.7755575615628914e-16,0.00011950450849340655,5.551115123125783e-16,0.3510325266094041,7.771561172376096e-16,0.036729317765608394,4.440892098500626e-16
Sample 28 $\theta=0.20$,0.015515691189470604,5.551115123125783e-16,0.6891850696908981,3.885780586188048e-16,0.011908883876154852,5.551115123125783e-16,0.38115531696369065,7.771561172376096e-16,0.04959412590209267,4.440892098500626e-16
Sample 28 $\theta=0.30$,0.06287293237151881,5.551115123125783e-16,0.02350229280681826,4.440892098500626e-16,0.006854297246749352,3.3306690738754696e-16,0.17320099822484658,4.440892098500626e-16,0.07266574279521487,2.220446049250313e-16
Sample 28 $\theta=0.40$,0.08311608943494997,6.661338147750939e-16,0.06251496024768938,4.440892098500626e-16,0.007814331584205747,3.3306690738754696e-16,0.2781013683808945,3.885780586188048e-16,0.08873940834761651,1.1102230246251565e-16
Sample 28 $\theta=0.50$,0.07944861963841643,6.661338147750939e-16,0.006315493125945371,3.3306690738754696e-16,0.011138239805936312,3.3306690738754696e-16,0.24500639713222527,3.885780586188048e-16,0.0907402903756177,1.1102230246251565e-16
Sample 28 $\theta=0.60$,0.18504029818655743,6.661338147750939e-16,0.08035012897014099,1.6653345369377348e-16,0.21125689905427536,1.3322676295501878e-15,0.04842356393670583,2.7755575615628914e-16,0.15317329539758795,3.3306690738754696e-16
Sample 28 $\theta=0.70$,0.04419670116949059,4.440892098500626e-16,0.33060914353188475,6.661338147750939e-16,0.06747426761107111,5.551115123125783e-16,0.269325409745947,2.7755575615628914e-16,0.1368688217264592,3.3306690738754696e-16
Sample 28 $\theta=0.80$,0.20492903337982327,6.661338147750939e-16,0.2115112842333171,2.7755575615628914e-17,0.034991522685950516,2.220446049250313e-16,0.025089689567692475,3.3306690738754696e-16,0.07724688904892862,8.881784197001252e-16
Sample 28 $\theta=0.90$,0.035533375799520206,2.220446049250313e-16,0.4218419177204903,2.7755575615628914e-16,0.0989625305488403,2.220446049250313e-16,0.19831645769057338,3.3306690738754696e-16,0.02322187751014615,4.440892098500626e-16
Sample 29 $\theta=0.00$,0.005593991005693133,5.551115123125783e-16,0.0584279509080422,5.551115123125783e-16,0.0010076328222474729,3.3306690738754696e-16,0.015578718053382845,6.661338147750939e-16,0.010300510491381254,5.551115123125783e-16
Sample 29 $\theta=0.10$,0.0008553773427755207,5.551115123125783e-16,0.21325090780088052,3.3306690738754696e-16,0.0012361286029100027,3.3306690738754696e-16,0.1181255117632739,6.661338147750939e-16,0.014880821979363468,5.551115123125783e-16
Sample 29 $\theta=0.20$,0.020005073799174045,5.551115123125783e-16,0.24228448262784175,2.220446049250313e-16,0.0026213754401149814,4.440892098500626e-16,0.08027778947281006,5.551115123125783e-16,0.03621999231813999,4.440892098500626e-16
Sample 29 $\theta=0.30$,0.10111547080333005,6.661338147750939e-16,0.08065950867858451,1.6653345369377348e-16,0.03481659416189731,4.440892098500626e-16,0.17824048437346773,4.440892098500626e-16,0.11688634345484716,0.0
Sample 29 $\theta=0.40$,0.08949514091650856,6.661338147750939e-16,0.17875050678754667,6.661338147750939e-16,0.002980535286870367,3.3306690738754696e-16,0.3422795835201675,3.885780586188048e-16,0.08674689405728597,1.1102230246251565e-16
Sample 29 $\theta=0.50$,0.2686608543045079,7.771561172376096e-16,0.2430266240854272,6.661338147750939e-16,0.26863697668265973,1.6653345369377348e-15,0.3328033353954152,3.3306690738754696e-16,0.1985058117995615,4.440892098500626e-16
Sample 29 $\theta=0.60$,0.09514580381163196,6.661338147750939e-16,0.1517320200114367,5.551115123125783e-16,0.043434333448616025,4.440892098500626e-16,0.2547734633277752,3.3306690738754696e-16,0.07849102969576571,1.1102230246251565e-16
Sample 29 $\theta=0.70$,0.06657406187535164,5.551115123125783e-16,0.29929198052744005,7.771561172376096e-16,0.016526982938497303,1.1102230246251565e-16,0.31537972987079654,2.7755575615628914e-16,0.011773951539991945,4.440892098500626e-16
Sample 29 $\theta=0.80$,0.08083764879752353,6.661338147750939e-16,0.1502141937232509,5.551115123125783e-16,0.04510334587951503,4.440892098500626e-16,0.28548124013192666,3.885780586188048e-16,0.11198943494169411,0.0
Sample 29 $\theta=0.90$,0.02375027858253509,4.440892098500626e-16,0.021105573335005012,2.7755575615628914e-16,0.112313906512166,2.220446049250313e-16,0.08996875038536012,2.7755575615628914e-16,0.030802166161307487,5.551115123125783e-16
Sample 30 $\theta=0.00$,6.93428883956626e-05,5.551115123125783e-16,0.47180811423322155,0.0,2.7902189802864186e-05,4.440892098500626e-16,0.2709012868981935,7.771561172376096e-16,0.027988577414977067,5.551115123125783e-16
Sample 30 $\theta=0.10$,0.00011077824853744644,5.551115123125783e-16,0.48277067891388536,0.0,0.00011730167232748556,4.440892098500626e-16,0.27672044043271127,7.771561172376096e-16,0.028774299994690833,4.440892098500626e-16
Sample 30 $\theta=0.20$,0.021786449105542394,5.551115123125783e-16,0.3544658304238103,1.1102230246251565e-16,0.002288948823511383,4.440892098500626e-16,0.13971769849005344,6.661338147750939e-16,0.04523945238165139,4.440892098500626e-16
Sample 30 $\theta=0.30$,0.0823844242246955,6.661338147750939e-16,0.00726309404039277,3.3306690738754696e-16,0.00886286996797625,3.3306690738754696e-16,0.23740276036905372,3.885780586188048e-16,0.09189796155600649,1.1102230246251565e-16
Sample 30 $\theta=0.40$,0.08243163691341271,5.551115123125783e-16,0.27260309363823065,2.7755575615628914e-17,0.008856471576408342,4.440892098500626e-16,0.08531453978860282,4.440892098500626e-16,0.10779921295521167,1.1102230246251565e-16
Sample 30 $\theta=0.50$,0.05966796360623017,6.661338147750939e-16,0.1233917781038969,1.6653345369377348e-16,0.02114520257794794,2.220446049250313e-16,0.16256619704320752,3.885780586188048e-16,0.09720058706499335,1.1102230246251565e-16
Sample 30 $\theta=0.60$,0.06865979110837617,3.3306690738754696e-16,0.3310736308725205,1.3877787807814457e-16,0.08528722126869948,0.0,0.016634770478150485,4.440892098500626e-16,0.11900629000893403,0.0
Sample 30 $\theta=0.70$,0.11084523881399966,5.551115123125783e-16,0.2771284652064353,5.551115123125783e-17,0.044668323803094934,3.3306690738754696e-16,0.06963553209931117,4.440892098500626e-16,0.040815614692572666,4.440892098500626e-16
Sample 30 $\theta=0.80$,0.1022152934904047,5.551115123125783e-16,0.32154323295416926,1.1102230246251565e-16,0.05683758415076012,2.220446049250313e-16,0.03542301657755986,4.440892098500626e-16,0.031226392016867166,4.440892098500626e-16
Sample 30 $\theta=0.90$,0.25418488423545627,7.771561172376096e-16,0.4226592493366713,2.220446049250313e-16,0.10705606292001135,0.0,0.07133140124454024,3.885780586188048e-16,0.1600194389804015,1.3322676295501878e-15
Sample 31 $\theta=0.00$,0.005988275183709882,3.209238430557093e-17,0.5986988261087614,8.881784197001252e-16,0.0007861491963197273,2.411265631607762e-16,0.31980353085373503,2.0816681711721685e-17,0.046319585342914055,2.0946785972419946e-16
Sample 31 $\theta=0.10$,0.005988275183709882,3.209238430557093e-17,0.5986988261087614,8.881784197001252e-16,0.0007861491963197273,2.411265631607762e-16,0.31980353085373503,2.0816681711721685e-17,0.046319585342914055,2.0946785972419946e-16
Sample 31 $\theta=0.20$,7.939635248744269e-05,3.122502256758253e-17,0.44182966222099324,6.106226635438361e-16,0.003140100958859504,1.6479873021779667e-16,0.2320108474592676,1.3877787807814457e-17,0.03737014388115827,1.728218262941894e-16
Sample 31 $\theta=0.30$,0.008985087747271251,2.168404344971009e-17,0.4530083264890814,5.551115123125783e-16,0.00027937102842040453,1.8691645453650096e-16,0.22886601485298497,0.0,0.04086291104440356,1.8951853975046618e-16
Sample 31 $\theta=0.40$,0.0649632485234739,4.597017211338539e-17,0.009239687220447768,2.7755575615628914e-16,0.006873394276066617,1.973247953923618e-17,0.18574480048128017,2.220446049250313e-16,0.0731694516195839,3.8250652645288596e-16
Sample 31 $\theta=0.50$,0.5710087191406121,9.992007221626409e-16,0.08173408945647836,3.3306690738754696e-16,0.5674063968328251,3.0461744238152733e-15,0.09210195690811518,2.220446049250313e-16,0.19959568642483372,6.661338147750939e-16
Sample 31 $\theta=0.60$,0.3627276236495306,8.881784197001252e-16,0.13507043211320868,5.551115123125783e-16,0.09536385957286564,3.3306690738754696e-16,0.21551839539943418,3.3306690738754696e-16,0.28319545417398106,1.887379141862766e-15
Sample 31 $\theta=0.70$,0.3679267972940947,6.661338147750939e-16,0.048220597335706106,3.3306690738754696e-16,0.4067235795588804,2.192690473634684e-15,0.027740943427592923,2.220446049250313e-16,0.15257967107283898,4.996003610813204e-16
Sample 31 $\theta=0.80$,0.06647479864671005,4.9439619065339e-17,0.034114802294184565,2.220446049250313e-16,0.0077148125295942,2.168404344971009e-18,0.21055509405668693,2.220446049250313e-16,0.0685433786571295,3.625572064791527e-16
Sample 31 $\theta=0.90$,0.23819719553525193,5.551115123125783e-16,0.027620867526088222,3.3306690738754696e-16,0.2350840438930739,1.27675647831893e-15,0.038321746383577215,2.7755575615628914e-16,0.08437596466443031,1.1102230246251565e-16
Sample 32 $\theta=0.00$,0.09307805178394035,6.661338147750939e-16,0.6110263348326935,1.1102230246251565e-15,0.021436841836008247,1.1102230246251565e-16,0.6934439514558124,1.942890293094024e-16,0.10166019806034365,0.0
Sample 32 $\theta=0.10$,0.09307805178394035,6.661338147750939e-16,0.6110263348326935,1.1102230246251565e-15,0.021436841836008247,1.1102230246251565e-16,0.6934439514558124,1.942890293094024e-16,0.10166019806034365,0.0
Sample 32 $\theta=0.20$,0.08862406776739085,3.3306690738754696e-16,0.013851059711792457,4.440892098500626e-16,0.05869587473013971,0.0,0.141938223146731,5.551115123125783e-16,0.10478486157473399,0.0
Sample 32 $\theta=0.30$,0.09078503489163259,4.440892098500626e-16,0.19871778401884,3.3306690738754696e-16,0.036387996032729575,2.220446049250313e-16,0.06449712767068694,5.551115123125783e-16,0.07370883859810984,2.220446049250313e-16
Sample 32 $\theta=0.40$,0.001299536155876413,5.551115123125783e-16,0.43634390617358554,1.1102230246251565e-16,0.02289470401543159,5.551115123125783e-16,0.25015832749198097,7.771561172376096e-16,0.0511315384649067,3.3306690738754696e-16
Sample 32 $\theta=0.50$,0.07959050654290356,6.661338147750939e-16,0.11001218691596582,5.551115123125783e-16,0.008093807502837058,2.220446049250313e-16,0.3035958911782103,3.885780586188048e-16,0.08703710080370086,1.1102230246251565e-16
Sample 32 $\theta=0.60$,0.14707904601605304,5.551115123125783e-16,0.10147292411915709,5.551115123125783e-16,0.6270695577240739,2.9976021664879227e-15,0.10423647945019954,3.3306690738754696e-16,0.7414469005332707,4.038436252074007e-15
Sample 32 $\theta=0.70$,0.08117931026578062,6.661338147750939e-16,0.10816215345323738,5.551115123125783e-16,0.009841595462302233,2.220446049250313e-16,0.30378859944005265,3.885780586188048e-16,0.08498144667506013,2.220446049250313e-16
Sample 32 $\theta=0.80$,0.0808156698804301,5.551115123125783e-16,0.23764653224404791,0.0,0.009578103867251997,4.440892098500626e-16,0.10516955778099901,4.440892098500626e-16,0.10601357971061875,1.1102230246251565e-16
Sample 32 $\theta=0.90$,0.12542205593058245,9.367506770274758e-17,0.3168918507550496,1.942890293094024e-16,0.012663431435115086,4.163336342344337e-17,0.3433869863328272,2.7755575615628914e-16,0.009936220516986782,1.249000902703301e-16
Sample 33 $\theta=0.00$,0.00022518794856685176,5.551115123125783e-16,0.6596986654800754,3.3306690738754696e-16,0.0001998570638219732,5.551115123125783e-16,0.37831326490959927,7.771561172376096e-16,0.039436124630860436,4.440892098500626e-16
Sample 33 $\theta=0.10$,6.395034887896056e-05,5.551115123125783e-16,0.5636990164796188,2.220446049250313e-16,0.00035221104883476073,5.551115123125783e-16,0.32274681311642095,7.771561172376096e-16,0.03375600477537544,4.440892098500626e-16
Sample 33 $\theta=0.20$,0.0006103387801257298,5.551115123125783e-16,0.5425795137124934,1.1102230246251565e-16,0.0008771044049250554,5.551115123125783e-16,0.30877640210429225,7.771561172376096e-16,0.03542712977302154,4.440892098500626e-16
Sample 33 $\theta=0.30$,0.08167883945674037,6.661338147750939e-16,0.05865103205639077,4.440892098500626e-16,0.009075029256472522,3.3306690738754696e-16,0.27441363004045316,3.885780586188048e-16,0.087723754570187,1.1102230246251565e-16
Sample 33 $\theta=0.40$,0.08304904733791652,6.661338147750939e-16,0.09400629402923716,5.551115123125783e-16,0.007123876552040054,2.220446049250313e-16,0.29583492077554197,3.885780586188048e-16,0.08741077967726785,1.1102230246251565e-16
Sample 33 $\theta=0.50$,0.08526915588897754,6.661338147750939e-16,0.11674346160713678,5.551115123125783e-16,0.011536601722429651,2.220446049250313e-16,0.3076749352717836,3.885780586188048e-16,0.07898352384623886,2.220446049250313e-16
Sample 33 $\theta=0.60$,0.1667632593392011,7.771561172376096e-16,0.04519020622753095,2.7755575615628914e-16,0.11216621560856788,9.992007221626409e-16,0.19691353073564477,3.885780586188048e-16,0.14639092536639298,1.1102230246251565e-16
Sample 33 $\theta=0.70$,0.14508171938210096,3.885780586188048e-16,0.07973213866527262,1.1102230246251565e-16,0.40082114397030666,2.1649348980190553e-15,0.04134882787347205,2.220446049250313e-16,0.32117703698411054,1.3322676295501878e-15
Sample 33 $\theta=0.80$,0.40038775510484964,7.771561172376096e-16,0.2909758351698564,1.1102230246251565e-16,0.13686659002710677,1.1102230246251565e-15,0.06612321119527842,3.3306690738754696e-16,0.06681817042831739,7.771561172376096e-16
Sample 33 $\theta=0.90$,0.23388999596272175,6.661338147750939e-16,0.2825279708134079,2.7755575615628914e-17,0.17374034219821355,4.440892098500626e-16,0.01992495757624435,3.885780586188048e-16,0.24274704061100538,1.6653345369377348e-15
Sample 34 $\theta=0.00$,0.5119438818674196,8.881784197001252e-16,0.2830147200522206,1.6653345369377348e-16,0.03755858968067732,5.551115123125783e-17,0.31450008398546125,5.551115123125783e-16,0.501573672318347,2.8102520310824275e-15
Sample 34 $\theta=0.10$,0.3894790875704159,7.771561172376096e-16,0.3169194732472014,1.1102230246251565e-16,0.2217066428855855,7.771561172376096e-16,0.33383158888600883,6.661338147750939e-16,0.6023522597741169,3.3237301799715624e-15
Sample 34 $\theta=0.20$,0.5291184163133713,7.771561172376096e-16,0.18928649543677678,1.1102230246251565e-16,0.2370829869196006,1.3704315460216776e-15,0.2958918446629726,4.440892098500626e-16,0.25526064602775766,1.4988010832439613e-15
Sample 34 $\theta=0.30$,0.7361088272791607,1.1102230246251565e-15,0.11420359322043927,5.551115123125783e-16,0.29954500296912906,1.6375789613221059e-15,0.02512307826774568,2.220446049250313e-16,0.2622326321147748,1.5491080640472887e-15
Sample 34 $\theta=0.40$,0.20157218407323613,3.3306690738754696e-16,0.03428656136276664,2.7755575615628914e-16,0.13982211375768008,7.251144129583054e-16,0.10785409049812317,2.220446049250313e-16,0.08922038393135495,5.551115123125783e-16
Sample 34 $\theta=0.50$,0.16234356373237513,5.551115123125783e-16,0.16640050198581552,1.6653345369377348e-16,0.2240817998441077,7.771561172376096e-16,0.061231629676313015,3.885780586188048e-16,0.24002696970632398,1.6653345369377348e-15
Sample 34 $\theta=0.60$,0.3857732910850035,7.771561172376096e-16,0.0019116168451556725,3.3306690738754696e-16,0.23780956457627878,1.4988010832439613e-15,0.08984247679652801,2.7755575615628914e-16,0.024288168210501615,3.3306690738754696e-16
Sample 34 $\theta=0.70$,0.15300895314166107,6.661338147750939e-16,0.12043423345978055,2.220446049250313e-16,0.1773438367118818,5.551115123125783e-16,0.09813892033633587,3.3306690738754696e-16,0.1798222971449549,1.4432899320127035e-15
Sample 34 $\theta=0.80$,0.19663155892039041,6.661338147750939e-16,0.18969168609085413,1.1102230246251565e-16,0.13680681990511323,3.3306690738754696e-16,0.07530220985407876,3.885780586188048e-16,0.154029168766445,1.3322676295501878e-15
Sample 34 $\theta=0.90$,0.09602910047411334,1.6653345369377348e-16,0.41264248972665996,3.0184188481996443e-16,0.01318503442829444,3.885780586188048e-16,0.24343771663308028,3.3306690738754696e-16,0.10476318173918298,2.220446049250313e-16
Sample 35 $\theta=0.00$,6.82543258395975e-05,3.0466081046842675e-17,0.5329574343799615,6.661338147750939e-16,0.00029073435947901195,2.1467203015212988e-16,0.30624994851974,4.9439619065339e-17,0.031837184602674,1.3682631416767066e-16
Sample 35 $\theta=0.10$,0.000400896047004477,2.6237692574149207e-17,0.4512118907330656,6.106226635438361e-16,5.609609609511738e-05,1.8062808193608504e-16,0.25924624273003444,4.141652298894627e-17,0.027028120498264106,1.1644331332494318e-16
Sample 35 $\theta=0.20$,0.008959592281599229,3.469446951953614e-17,0.3628246817386235,4.996003610813204e-16,0.0034952669911548565,1.249000902703301e-16,0.2094867235675258,3.209238430557093e-17,0.02370241246810876,1.0625181290357943e-16
Sample 35 $\theta=0.30$,0.06192053676922958,2.6020852139652106e-17,0.29845178135943745,6.661338147750939e-16,0.00798928819737147,1.2923689896027213e-16,0.019465974002023878,2.220446049250313e-16,0.09126503272251224,4.614364446098307e-16
Sample 35 $\theta=0.40$,0.0661247455401021,4.7488055154865094e-17,0.0013807634578856809,2.220446049250313e-16,0.006726975687474502,1.6479873021779667e-17,0.19178722785758268,2.220446049250313e-16,0.07179917230478997,3.7643499428696714e-16
Sample 35 $\theta=0.50$,0.05039923520455482,2.42861286636753e-17,0.012759320915641026,2.7755575615628914e-16,0.012800873858212325,1.3010426069826053e-17,0.18110654921822555,2.220446049250313e-16,0.07614687622680318,4.0202216555762504e-16
Sample 35 $\theta=0.60$,0.04170849181705259,1.3877787807814457e-17,0.027993790753229997,2.220446049250313e-16,0.01457771223375507,4.119968255444917e-17,0.20258834157772426,2.220446049250313e-16,0.07698788447261523,4.102621020685149e-16
Sample 35 $\theta=0.70$,0.05237650207052372,2.0816681711721685e-17,0.11366816921039274,4.440892098500626e-16,0.010424181108280788,3.8163916471489756e-17,0.12221370482360033,2.220446049250313e-16,0.08253586694917969,4.3021142204224816e-16
Sample 35 $\theta=0.80$,0.4819445648060625,8.881784197001252e-16,0.05193154156350743,2.7755575615628914e-16,0.17631961188877532,1.2212453270876722e-15,0.0758199898162848,2.7755575615628914e-16,0.09661029238488195,8.881784197001252e-16
