Eval_Point,BERT_Uniqueness_R,BERT_Redundancy_R,DistilBERT_Uniqueness_R,DistilBERT_Redundancy_R,RoBERTa_Uniqueness_R,RoBERTa_Redundancy_R,ALBERT_Uniqueness_R,ALBERT_Redundancy_R,XLNet_Uniqueness_R,XLNet_Redundancy_R
Sample 80 $\theta=0.70$,0.0035216516213810445,8.326672684688674e-17,0.2691244562442253,1.6653345369377348e-16,0.1355494982868728,7.892991815694472e-16,0.295616108743573,2.7755575615628914e-16,0.06124155778103757,1.942890293094024e-16
Sample 80 $\theta=0.80$,0.029407836931578668,2.220446049250313e-16,0.40726575994922615,2.706168622523819e-16,0.0621646961756277,0.0,0.24012254387782156,3.3306690738754696e-16,0.023547126433015764,3.885780586188048e-16
Sample 80 $\theta=0.90$,0.2545758814164113,6.661338147750939e-16,0.4100420928384476,2.0122792321330962e-16,0.1322340011115568,2.220446049250313e-16,0.08313463546091404,3.885780586188048e-16,0.2001994612139718,1.5543122344752192e-15
Sample 81 $\theta=0.00$,0.0007559260267726684,2.2985086056692694e-17,0.3731137265099031,4.996003610813204e-16,0.0006133345690197359,1.5178830414797062e-16,0.21364692336211935,3.2959746043559335e-17,0.023743874688513696,1.0430024899310553e-16
Sample 81 $\theta=0.10$,0.01089561044330613,3.9898639947466563e-17,0.4542033403212368,6.106226635438361e-16,0.0037459628180521003,1.6002824065886045e-16,0.26206041923142537,3.9898639947466563e-17,0.03022061828162812,1.3617579286417936e-16
Sample 81 $\theta=0.20$,0.022656111411115207,6.938893903907228e-17,0.33435558694447554,4.440892098500626e-16,0.04089945552782262,9.020562075079397e-17,0.2072679393333741,2.0816681711721685e-17,0.01656948312618834,6.938893903907228e-17
Sample 81 $\theta=0.30$,0.004158272647123873,4.163336342344337e-17,0.06279567512145157,1.6653345369377348e-16,0.026662177207420243,1.3183898417423734e-16,0.20978689386363697,2.220446049250313e-16,0.08750994247197726,4.839878497975292e-16
Sample 81 $\theta=0.40$,0.04649879528872028,1.3877787807814457e-16,0.1193518953004411,4.440892098500626e-16,0.03942705040958401,1.457167719820518e-16,0.08638296142266433,2.220446049250313e-16,0.1035645977741318,5.828670879282072e-16
Sample 81 $\theta=0.50$,0.17210122520395954,7.771561172376096e-16,0.045052664655914065,2.7755575615628914e-16,0.2485924607253822,1.5543122344752192e-15,0.1149686370452907,3.3306690738754696e-16,0.23071393340668112,6.661338147750939e-16
Sample 81 $\theta=0.60$,0.45188067288459166,2.498001805406602e-16,0.30650187867228684,7.771561172376096e-16,0.6473454379124075,3.3306690738754696e-15,0.12816692691403408,2.7755575615628914e-16,0.3960763236924547,2.1649348980190553e-15
Sample 81 $\theta=0.70$,0.07770379318629672,4.440892098500626e-16,0.06445625199751714,2.220446049250313e-16,0.02862341055275175,1.1102230246251565e-16,0.01906455170905097,2.7755575615628914e-16,0.04598925424443512,5.551115123125783e-16
Sample 81 $\theta=0.80$,0.061913758188898965,1.6653345369377348e-16,0.0964391878948595,1.6653345369377348e-16,0.014529013044728617,1.6653345369377348e-16,0.14523930788603778,2.220446049250313e-16,0.08474883848732839,5.828670879282072e-16
Sample 81 $\theta=0.90$,0.40467115138748483,3.0878077872387166e-16,0.37335398115016855,2.7755575615628914e-16,0.08082313001977437,2.220446049250313e-16,0.2898937117440481,3.3306690738754696e-16,0.18519751388014732,7.216449660063518e-16
Sample 82 $\theta=0.00$,0.0012890700424743702,8.673617379884035e-18,0.0977712481043982,1.3877787807814457e-16,0.0015814251497777883,4.5102810375396984e-17,0.05690667025358898,7.37257477290143e-18,0.007899693220995251,3.7730235602495554e-17
Sample 82 $\theta=0.10$,0.0027227680379459922,1.734723475976807e-17,0.2765809591397894,3.885780586188048e-16,0.0012794115861396883,1.1622647289044608e-16,0.15922934231481894,2.0816681711721685e-17,0.01547252314359683,7.112366251504909e-17
Sample 82 $\theta=0.20$,0.005040073706353294,1.734723475976807e-17,0.24126348530121225,3.3306690738754696e-16,0.010311402724922517,1.457167719820518e-16,0.13963103624883397,1.5612511283791264e-17,0.020686658239448125,1.0061396160665481e-16
Sample 82 $\theta=0.30$,0.06566722812029205,6.071532165918825e-17,0.28727032556935955,1.6653345369377348e-16,0.001529577984971428,7.45931094670027e-17,0.3545190358806355,2.7755575615628914e-16,0.059666226887115884,3.3046482217358175e-16
Sample 82 $\theta=0.40$,0.072180670466633,6.765421556309548e-17,0.3436731832340574,2.3592239273284576e-16,0.011097123394380948,1.474514954580286e-16,0.3831704714719677,2.7755575615628914e-16,0.03898488969282224,2.3245294578089215e-16
Sample 82 $\theta=0.50$,0.2969268594847273,5.551115123125783e-16,0.12260548827512374,1.1102230246251565e-16,0.4177699282940863,2.282896094385478e-15,0.09139086959926385,2.220446049250313e-16,0.21257398939904576,7.771561172376096e-16
Sample 82 $\theta=0.60$,0.06467949020881383,1.1102230246251565e-16,0.19016190356336743,0.0,0.07958735299209092,4.787836793695988e-16,0.25451953727981236,2.7755575615628914e-16,0.05006249840787291,3.469446951953614e-16
Sample 82 $\theta=0.70$,0.09849517214770093,1.6653345369377348e-16,0.03953973092671825,2.7755575615628914e-16,0.1752228863228914,6.661338147750939e-16,0.031078244638019004,2.7755575615628914e-16,0.11444095863787573,8.326672684688674e-16
Sample 82 $\theta=0.80$,0.09855570369910327,3.3306690738754696e-16,0.3968856473068769,2.1510571102112408e-16,0.09480972945398802,2.220446049250313e-16,0.14713542158041265,3.3306690738754696e-16,0.09455322306546143,8.881784197001252e-16
Sample 82 $\theta=0.90$,0.01344521801370635,3.3306690738754696e-16,0.42114288661566024,2.6020852139652106e-16,0.08719620221706426,1.1102230246251565e-16,0.13638937492681114,3.3306690738754696e-16,0.005895267895007494,4.440892098500626e-16
Sample 83 $\theta=0.00$,0.0007845268000483208,8.239936510889834e-18,0.12606624840452835,1.942890293094024e-16,0.0009263412451015563,5.551115123125783e-17,0.06898613625957838,5.204170427930421e-18,0.010149451532346454,4.662069341687669e-17
Sample 83 $\theta=0.10$,6.988508625174316e-05,1.214306433183765e-17,0.18265709411858713,2.498001805406602e-16,0.0006885270265074737,7.719519468096792e-17,0.10103666646011039,1.0408340855860843e-17,0.014082419855945,6.429318882839041e-17
Sample 83 $\theta=0.20$,0.0009237179198557065,1.2576745200831851e-17,0.20703524263843393,3.0531133177191805e-16,0.0001559579509193478,8.456776945386935e-17,0.11385657868136381,1.214306433183765e-17,0.015128850793661094,6.819631664933823e-17
Sample 83 $\theta=0.30$,0.06139517600114605,4.336808689942018e-17,0.08442410690953839,1.1102230246251565e-16,0.005978834432505121,1.5612511283791264e-17,0.23804704468605936,2.220446049250313e-16,0.07018957753219762,3.7426658994199613e-16
Sample 83 $\theta=0.40$,0.05861952519244139,4.683753385137379e-17,0.1967681594550616,5.551115123125783e-17,0.006511119893896107,6.418476861114186e-17,0.30177607053261146,2.7755575615628914e-16,0.06448855163682797,3.5128150388530344e-16
Sample 83 $\theta=0.50$,0.06706743723064454,4.683753385137379e-17,0.01764119593044261,2.220446049250313e-16,0.013357534076502302,2.5587171270657905e-17,0.19862585628499993,2.220446049250313e-16,0.061514336021968846,3.2959746043559335e-16
Sample 83 $\theta=0.60$,0.06556290546304282,5.160802341031001e-17,0.09427240637192658,1.1102230246251565e-16,0.0050838078434772525,1.3010426069826053e-17,0.2452321921835472,2.220446049250313e-16,0.06849466733070675,3.647256108241237e-16
Sample 83 $\theta=0.70$,0.49884510349178857,3.608224830031759e-16,0.3224399983354596,1.6653345369377348e-16,0.37896595969838487,1.7763568394002505e-15,0.22619796167928471,3.3306690738754696e-16,0.03809377400070224,3.885780586188048e-16
Sample 83 $\theta=0.80$,0.18261708745085942,1.2836953722228372e-16,0.3797818033433673,3.191891195797325e-16,0.22504169733742632,1.2732870313669764e-15,0.34004762652288745,2.7755575615628914e-16,0.31166053682941985,1.4432899320127035e-15
Sample 83 $\theta=0.90$,0.03454618308949836,1.1102230246251565e-16,0.11589201142592787,5.551115123125783e-17,0.3338892184521839,1.7659484985443896e-15,0.14923099846859111,2.220446049250313e-16,0.3272876381140635,1.4432899320127035e-15
Sample 84 $\theta=0.00$,0.009820579360997117,5.551115123125783e-16,0.521805541203407,1.6653345369377348e-16,0.0009905665269703823,4.440892098500626e-16,0.27087118014524236,7.771561172376096e-16,0.04191164420866511,4.440892098500626e-16
Sample 84 $\theta=0.10$,0.007603876862575909,5.551115123125783e-16,0.5998329597610204,2.7755575615628914e-16,0.0008726842795923062,5.551115123125783e-16,0.3218081119990235,7.771561172376096e-16,0.04420018550837945,4.440892098500626e-16
Sample 84 $\theta=0.20$,0.0005886817404048283,5.551115123125783e-16,0.5318989039171885,1.6653345369377348e-16,0.0001728133918151853,5.551115123125783e-16,0.30492231028593464,7.771561172376096e-16,0.03164730905692359,4.440892098500626e-16
Sample 84 $\theta=0.30$,0.4966486967991708,2.7755575615628914e-16,0.07759664734531574,3.885780586188048e-16,0.4772690544221835,2.3314683517128287e-15,0.05167475934323207,2.7755575615628914e-16,0.13436469492016567,8.881784197001252e-16
Sample 84 $\theta=0.40$,0.29402972598433286,5.551115123125783e-17,0.08118924909485531,3.3306690738754696e-16,0.29232187536349397,1.2212453270876722e-15,0.09869325362850256,2.7755575615628914e-16,0.05988867276392018,6.661338147750939e-16
